RYSZARD,1998-04-19
MARLENA,1972-03-21
JACEK,1972-08-05
MAŁGORZATA,1979-11-20
ADAM,1978-05-22
AGNIESZKA,1997-02-23
MIŁOSZ,1993-09-09
DANUTA,1965-02-11
MAREK,2001-09-07
NATALIA,1956-07-22
WŁODZIMIERZ,1974-01-14
MARIA,1982-11-05
ADAM,1958-07-13
MARLENA,1963-09-10
BOGDAN,1995-08-09
BARBARA,1953-11-26
WOJCIECH,1967-09-01
MARCELINA,1963-04-16
JERZY,1992-07-16
MIROSŁAWA,1975-01-26
PRZEMYSŁAW,1965-12-03
ZUZANNA,1946-09-19
BARTŁOMIEJ,1998-03-13
JOANNA,1973-08-12
ROBERT,2000-03-19
ALEKSANDRA,1996-06-09
JERZY,2001-08-19
PATRYCJA,1977-12-10
ALEKSANDER,1988-11-13
KORNELIA,1996-12-17
WŁODZIMIERZ,1972-12-29
BARBARA,1960-05-29
NORBERT,1948-08-27
MAJA,1956-03-10
PIOTR,1987-10-31
DOROTA,1976-12-19
OSKAR,1975-09-24
AGATA,1976-08-30
KAZIMIERZ,1946-09-07
JAGODA,2000-11-21
NIKODEM,1968-07-18
ILONA,1976-03-28
MIECZYSŁAW,1963-10-29
KRYSTYNA,1976-12-13
HUBERT,1969-10-22
RENATA,1957-06-08
SŁAWOMIR,1967-02-07
AGNIESZKA,1975-09-26
KAROL,1965-10-25
ANTONINA,1988-11-22
MACIEJ,1989-05-17
OLGA,1964-04-15
ANDRZEJ,1960-04-02
SANDRA,1975-06-18
SEBASTIAN,1953-10-04
GRAŻYNA,1948-01-25
HUBERT,1988-06-12
REGINA,2001-01-13
BOGUSŁAW,1969-07-14
MILENA,1993-05-13
KRZYSZTOF,1952-02-11
MARTYNA,1983-10-05
RADOSŁAW,1984-07-07
EMILIA,1993-08-11
ALEKSANDER,1991-07-28
KORNELIA,1986-10-11
IGOR,1977-06-22
LIDIA,1996-10-10
ZBIGNIEW,1952-02-12
TERESA,1991-07-20
ANDRZEJ,1953-11-29
URSZULA,1997-09-03
DOMINIK,1985-09-22
ANNA,1965-05-22
DAMIAN,1973-04-18
MARCELINA,1974-06-04
ZENON,1991-07-03
MARTA,1951-09-14
DAWID,1978-03-28
BOGUSŁAWA,1949-04-29
DAWID,1990-08-14
EWELINA,1998-08-16
MAKSYMILIAN,1983-05-22
WIESŁAWA,1969-10-07
LESZEK,1959-12-25
WŁADYSŁAWA,1957-08-18
TADEUSZ,1953-04-01
WIKTORIA,1989-03-13
MATEUSZ,1997-08-28
SABINA,1969-12-16
KAROL,1947-10-31
JUSTYNA,1973-10-30
SŁAWOMIR,2000-08-20
WŁADYSŁAWA,1990-08-25
TOMASZ,1981-03-26
HANNA,1984-10-04
MAKSYMILIAN,1993-03-13
JUSTYNA,1978-01-27
ADRIAN,1949-05-11
WŁADYSŁAWA,1959-11-10
MICHAŁ,1946-02-24
WERONIKA,1955-05-26
BARTŁOMIEJ,1973-01-10
DOROTA,1993-08-03
RYSZARD,1963-01-26
KLAUDIA,1967-08-06
JERZY,1967-05-29
ALICJA,1973-11-18
WIESŁAW,1949-11-14
NATALIA,1949-03-22
ANDRII,1973-01-20
EDYTA,1968-12-20
BOGUSŁAW,1979-01-31
AGATA,1957-11-09
CEZARY,1949-05-08
WERONIKA,1945-06-07
WOJCIECH,1982-08-07
SANDRA,1979-08-03
MIKOŁAJ,1978-10-05
KATARZYNA,1978-07-05
MIŁOSZ,1971-03-26
LILIANA,1979-02-10
MIROSŁAW,1984-09-27
ALINA,1962-02-22
SŁAWOMIR,1964-02-27
LAURA,1964-11-15
IGOR,1985-10-09
BOGUSŁAWA,1984-01-09
JAN,1967-10-20
GENOWEFA,1949-07-10
MACIEJ,1988-05-06
LILIANA,1952-02-10
ZENON,2000-08-07
LIDIA,1983-05-27
SYLWESTER,1961-01-13
LILIANA,1993-12-18
ZENON,1983-07-25
KORNELIA,2000-08-22
TADEUSZ,1958-04-28
EDYTA,1994-04-05
ALEKSANDER,1984-06-05
WANDA,1965-04-07
ALEKSANDER,1998-11-01
WANDA,1945-11-13
TOMASZ,1990-03-20
ALICJA,1957-01-23
LEON,1985-05-13
DARIA,1952-10-31
OSKAR,1976-11-29
ANNA,1981-03-22
ANDRII,1947-09-07
IZABELA,1980-12-23
WŁODZIMIERZ,1991-06-07
ANTONINA,1988-01-10
SYLWESTER,1991-06-18
AGATA,1954-08-22
KAROL,1971-07-06
ANTONINA,1971-03-29
DAMIAN,1965-03-26
GRAŻYNA,1990-02-20
LESZEK,1986-02-01
EWELINA,1985-03-20
HUBERT,1965-08-24
DOROTA,1972-02-13
BOGUSŁAW,1965-12-09
OLGA,1997-01-06
JÓZEF,1988-10-13
EMILIA,1993-02-12
ZYGMUNT,1996-12-14
IRENA,1961-01-01
IRENEUSZ,1999-01-02
ANITA,1996-07-01
EDWARD,1977-10-25
BOGUSŁAWA,1946-10-16
ADRIAN,1948-03-04
MAJA,1969-05-12
GABRIEL,1946-12-14
BEATA,1976-04-20
HUBERT,1945-08-30
RENATA,1945-02-24
VOLODYMYR,1964-11-13
AGNIESZKA,1963-08-09
NORBERT,1967-07-02
JUSTYNA,1976-11-29
OLEKSANDR,2001-02-20
LAURA,1971-09-19
LESZEK,1996-10-21
MAGDALENA,1948-01-22
MICHAŁ,1978-09-18
SANDRA,1984-03-30
ARKADIUSZ,1993-10-30
KAZIMIERA,1949-03-11
CZESŁAW,1966-06-10
NIKOLA,1964-12-10
MACIEJ,1979-07-21
BOGUSŁAWA,1994-10-24
GRZEGORZ,1974-02-17
MARIA,1978-12-16
MIROSŁAW,1974-02-05
MARLENA,1985-09-06
NORBERT,1992-05-01
ALICJA,1982-02-23
ŁUKASZ,1984-11-26
ANTONINA,1952-06-26
JAROSŁAW,1994-04-07
MARIANNA,1962-05-25
KONRAD,1974-12-26
KAMILA,1971-06-02
MIROSŁAW,1994-10-15
KATARZYNA,1956-06-26
HUBERT,1991-03-27
KLAUDIA,1978-03-13
ROMAN,1955-06-06
OLGA,1988-12-31
ZENON,1976-02-08
IZABELA,1947-08-20
WITOLD,1996-12-12
LUCYNA,1945-05-10
ALEKSANDER,1998-05-16
ELŻBIETA,1961-07-29
KAMIL,1998-04-23
ILONA,1961-03-17
JAROSŁAW,1959-01-17
GRAŻYNA,1992-04-03
FABIAN,1971-06-17
JANINA,1954-11-03
HUBERT,1994-11-20
IZABELA,1970-09-21
KRYSTIAN,1959-10-09
KRYSTYNA,1947-08-05
JERZY,1959-09-22
JOLANTA,1958-05-04
TOMASZ,1969-07-24
ILONA,1981-11-03
RAFAŁ,1974-11-12
IGA,1957-01-02
PIOTR,1972-05-19
WIESŁAWA,1983-10-16
SŁAWOMIR,1989-04-18
JADWIGA,1957-06-27
DANIEL,1972-03-15
BOGUMIŁA,1987-03-16
PATRYK,1947-04-09
JUSTYNA,1977-05-08
SYLWESTER,1965-03-27
LENA,1964-02-08
PATRYK,1973-12-18
JADWIGA,1958-11-19
DARIUSZ,1973-02-10
SABINA,1997-10-03
WIKTOR,1952-08-09
ANITA,1950-04-04
PAWEŁ,1993-09-24
LAURA,1973-06-11
JANUSZ,1969-12-11
AMELIA,1977-10-11
MATEUSZ,1952-03-12
KAZIMIERA,1991-03-31
GABRIEL,1954-08-07
PAULINA,1955-10-29
PAWEŁ,1978-03-17
ANETA,1984-12-25
KRYSTIAN,1995-01-01
JOANNA,1989-12-23
ARKADIUSZ,1948-01-31
ANTONINA,1985-08-18
MIŁOSZ,1959-02-04
ALINA,1960-08-10
KACPER,1978-07-03
IGA,1976-12-27
ZBIGNIEW,1983-06-09
ILONA,1979-07-20
KRZYSZTOF,1968-09-10
GABRIELA,1973-11-14
WŁADYSŁAW,1993-02-19
STEFANIA,1957-12-19
SZYMON,1955-10-04
KAROLINA,1970-05-18
WIESŁAW,1991-12-31
MIROSŁAWA,1956-12-30
EDWARD,1972-02-13
MARTYNA,1971-06-25
KACPER,1972-10-21
JUSTYNA,1976-05-16
BOGUSŁAW,1974-02-18
BOŻENA,1976-10-26
JANUSZ,1990-05-02
KLAUDIA,1978-01-24
JULIAN,1984-08-01
MAGDALENA,1962-08-15
EUGENIUSZ,1987-04-13
GABRIELA,1986-08-10
MARCEL,1978-04-26
JUSTYNA,1960-10-20
KRZYSZTOF,1983-08-26
HELENA,1970-03-19
GRZEGORZ,1946-03-12
JOLANTA,1985-07-09
JÓZEF,1968-11-04
MARIA,1977-08-06
KAMIL,1973-09-24
ELŻBIETA,1974-04-19
TOMASZ,1996-01-01
WŁADYSŁAWA,1960-01-07
DARIUSZ,1972-03-30
BEATA,1984-07-10
WIESŁAW,1975-02-15
HENRYKA,1987-02-18
WALDEMAR,1953-08-02
DOROTA,1948-10-27
WIKTOR,1959-01-08
LILIANA,1961-12-30
MAKSYMILIAN,1976-07-08
KRYSTYNA,1995-03-31
BOGUSŁAW,1949-04-06
DOROTA,1978-05-08
WIESŁAW,1984-08-23
GRAŻYNA,1999-02-12
KRYSTIAN,1998-11-01
SYLWIA,1982-09-29
MATEUSZ,1954-04-07
MARCELINA,1991-11-28
MIŁOSZ,1946-01-17
IGA,1946-11-12
GRZEGORZ,1965-06-19
WŁADYSŁAWA,1989-09-22
FABIAN,1945-02-27
MAJA,2001-12-17
ANDRII,1992-11-12
HANNA,1969-07-02
ANTONI,1988-06-30
ELŻBIETA,1958-06-03
JANUSZ,1958-10-10
MAJA,1949-01-10
PAWEŁ,1959-11-15
ILONA,1970-12-31
PIOTR,1955-04-20
WERONIKA,1977-10-25
BOGUSŁAW,1976-03-30
GENOWEFA,1977-05-21
ZYGMUNT,1993-10-25
BOGUMIŁA,1955-03-24
DARIUSZ,1955-07-03
ILONA,1976-11-12
SŁAWOMIR,1952-05-25
DOROTA,1998-07-21
MARIAN,1965-01-02
MAJA,1959-07-19
WITOLD,2000-07-14
IWONA,1995-09-25
CEZARY,1976-08-26
IRENA,1992-07-21
KRZYSZTOF,1963-06-26
IGA,1958-04-28
OLIWIER,1981-09-09
SABINA,1999-02-28
ANTONI,1958-06-01
MARTYNA,1985-02-09
WŁODZIMIERZ,1970-02-22
ZOFIA,1971-09-27
DOMINIK,1963-11-06
ANIELA,1980-06-28
HENRYK,1976-07-10
ILONA,1993-04-14
HENRYK,1971-07-06
BOGUMIŁA,1998-07-31
OLIWIER,1993-05-29
WIKTORIA,1991-11-17
RYSZARD,1947-03-27
STEFANIA,1974-04-15
ROBERT,1960-07-26
STEFANIA,1973-10-28
ROBERT,2001-12-11
IWONA,1996-11-09
LESZEK,1993-07-21
ALICJA,1978-01-17
ZBIGNIEW,1979-02-27
KORNELIA,1990-11-26
MARCIN,1992-10-01
LUCYNA,1960-06-10
ŁUKASZ,1966-02-03
EMILIA,1999-01-15
ROBERT,1978-09-24
ANTONINA,1966-09-30
WITOLD,1978-12-02
SABINA,1974-12-14
PATRYK,1955-07-24
BEATA,1970-12-20
ARTUR,2000-10-29
ZOFIA,1954-07-20
MIECZYSŁAW,1982-08-26
WIOLETTA,1996-09-20
BOGDAN,1948-07-31
NIKOLA,1982-11-30
SERHII,1985-02-08
EWA,1961-05-02
OSKAR,1988-09-15
IZABELA,1980-03-14
PATRYK,1982-11-16
MARZENA,1968-12-12
RYSZARD,1996-09-25
KLAUDIA,1951-07-03
IGOR,1980-06-22
ALEKSANDRA,1953-11-10
MARCIN,1998-05-06
MARLENA,1971-09-27
MARIAN,1977-09-19
EDYTA,1980-02-29
BARTŁOMIEJ,1994-08-02
MARCELINA,1992-09-15
JAN,1959-07-22
GRAŻYNA,1953-07-02
MIROSŁAW,1994-07-31
MIROSŁAWA,1947-04-10
WIKTOR,1976-04-01
JÓZEFA,1949-08-20
WITOLD,1983-09-26
ZOFIA,1972-12-30
MIROSŁAW,1984-03-02
ANIELA,1980-06-13
MARIAN,1958-06-18
ŁUCJA,1986-01-21
WIKTOR,1988-07-24
OLIWIA,1981-02-10
KRZYSZTOF,1994-01-02
KAROLINA,1997-03-09
MIROSŁAW,1974-05-05
LIDIA,1987-04-01
MARCIN,1976-10-11
LIDIA,1990-11-21
TADEUSZ,1946-12-09
MAŁGORZATA,1978-09-08
MATEUSZ,1988-11-24
JAGODA,1969-06-08
ALEKSANDER,2000-04-30
IRENA,1958-12-13
WIESŁAW,1965-04-29
KLAUDIA,1965-04-23
SZYMON,1997-07-05
EWA,1969-06-05
TYMON,1976-10-03
EMILIA,1991-05-12
EDWARD,1949-05-11
JUSTYNA,1977-02-06
BOGDAN,1986-09-18
JANINA,1959-11-27
ZYGMUNT,1962-07-29
WIESŁAWA,1992-01-15
IGNACY,1951-06-10
JAGODA,1952-10-21
FILIP,1958-11-11
ILONA,1990-04-14
BARTŁOMIEJ,1961-02-10
KATARZYNA,1994-01-01
EDWARD,1965-10-23
EMILIA,1965-04-24
ZBIGNIEW,1980-10-19
PAULINA,1975-12-19
BARTŁOMIEJ,1973-01-20
MARIOLA,1971-09-06
STEFAN,1992-10-01
ANGELIKA,1982-09-20
STANISŁAW,1946-08-13
MAŁGORZATA,1952-10-23
LEON,1982-07-25
WŁADYSŁAWA,1963-11-27
MICHAŁ,1993-09-03
GABRIELA,1993-05-03
KONRAD,1968-01-04
SANDRA,1982-03-27
MAKSYMILIAN,1989-11-05
HANNA,1958-10-11
FILIP,1956-06-24
PATRYCJA,1955-06-28
JAN,1954-12-24
HELENA,1996-09-17
PATRYK,1986-02-28
AGATA,1975-09-14
ŁUKASZ,1988-04-29
PATRYCJA,1950-08-28
CEZARY,1996-07-18
LENA,1956-07-22
ZBIGNIEW,1989-07-09
MARCELINA,2000-12-21
CEZARY,1961-07-03
ŁUCJA,1997-05-12
MARIAN,1947-08-26
ANIELA,1966-04-20
JACEK,1987-03-17
MAGDALENA,1961-08-19
LESZEK,1958-08-12
WIOLETTA,1969-02-13
GRZEGORZ,1995-10-11
DARIA,1952-05-19
ANTONI,1956-06-03
STANISŁAWA,1968-02-02
FILIP,1964-04-05
DARIA,1999-05-24
MARIUSZ,1978-06-02
CZESŁAWA,1985-07-20
DAMIAN,1957-07-18
PATRYCJA,1981-03-04
ANTONI,1958-03-22
AGATA,1976-05-13
NIKODEM,1967-02-03
REGINA,1962-03-05
JAROSŁAW,1982-06-29
JÓZEFA,1947-01-15
MIROSŁAW,1978-05-30
JAGODA,1974-01-01
DANIEL,1974-03-10
LENA,1991-12-27
IGNACY,1980-12-13
ELŻBIETA,1947-03-09
WITOLD,1983-01-05
ALINA,1976-08-17
SŁAWOMIR,1971-04-25
MILENA,1976-01-06
CZESŁAW,1983-12-31
LUCYNA,1978-02-23
DARIUSZ,1949-06-12
STEFANIA,1981-06-11
SEBASTIAN,1973-12-20
STEFANIA,1976-04-18
DANIEL,1981-03-15
LUCYNA,1956-10-13
MIKOŁAJ,1995-07-17
PAULINA,1988-07-22
IGNACY,1987-01-21
WIKTORIA,1951-05-13
HUBERT,1966-02-15
MICHALINA,2000-10-15
PRZEMYSŁAW,1970-07-09
MARLENA,1978-08-30
MATEUSZ,1972-08-11
JAGODA,1987-04-22
RADOSŁAW,1957-11-15
WANDA,1973-06-05
MIROSŁAW,1985-07-19
KORNELIA,1975-03-25
BARTŁOMIEJ,1970-01-08
SABINA,1968-06-16
MARIUSZ,1966-02-15
BOGUMIŁA,1963-06-08
BOGDAN,1945-04-18
IWONA,1950-09-21
IGNACY,1954-07-09
ANETA,1972-03-21
WIESŁAW,1970-08-05
JUSTYNA,1966-06-30
MIŁOSZ,1948-06-07
ALINA,1988-09-20
MIECZYSŁAW,1968-07-24
ANIELA,1950-07-31
ROMAN,1990-04-29
MARIA,1989-03-14
FRANCISZEK,1973-11-12
MARZENA,1971-04-22
FRANCISZEK,1995-07-13
JUSTYNA,1945-09-04
DANIEL,1976-05-09
NADIA,1978-04-10
PAWEŁ,1993-09-05
HENRYKA,2000-02-29
WŁODZIMIERZ,1978-12-18
IZABELA,1969-04-29
DAWID,1983-01-28
MARIANNA,1976-08-02
FILIP,1967-09-05
JÓZEFA,1953-05-07
NIKODEM,1988-09-01
HENRYKA,1954-08-12
RAFAŁ,1961-08-29
HALINA,1989-04-21
GABRIEL,1962-08-29
GABRIELA,1951-08-04
PAWEŁ,1982-08-28
CZESŁAWA,1956-01-28
WOJCIECH,1974-11-05
MARIA,2001-04-24
MIROSŁAW,1945-09-12
MARTA,1991-04-07
IRENEUSZ,2000-09-08
ŁUCJA,1975-01-15
MIECZYSŁAW,1997-02-15
ŁUCJA,1965-06-18
ARTUR,1999-07-13
WŁADYSŁAWA,1958-08-01
ARKADIUSZ,1982-07-24
ZOFIA,1948-02-15
